path,speaker,text
CDSD/ASR-TTS/01/S001F002P000W00010-锻炼强健的体魄.wav,01,锻炼强健的体魄
CDSD/ASR-TTS/01/S001F011P000W00002-做做笔记.wav,01,做做笔记
CDSD/ASR-TTS/01/S001F011P000W00004-就这样坚持了下来.wav,01,就这样坚持了下来
CDSD/ASR-TTS/01/S001F011P000W00007-也不再沾满灰尘.wav,01,也不再沾满灰尘
CDSD/ASR-TTS/01/S001F011P000W00024-指导我的教育.wav,01,指导我的教育
CDSD/ASR-TTS/01/S001F013P000W00001-知之者.wav,01,知之者
CDSD/ASR-TTS/01/S001F014P000W00011-使人有内涵.wav,01,使人有内涵
CDSD/ASR-TTS/01/S001F015P000W00019-宛如由银子砌成.wav,01,宛如由银子砌成
CDSD/ASR-TTS/01/S001F016P000W00017-和切身利益.wav,01,和切身利益
CDSD/ASR-TTS/01/S001F016P000W00046-自觉做到知法.wav,01,自觉做到知法
CDSD/ASR-TTS/06/S006F001P000W00009-我们的汗水.wav,06,我们的汗水
CDSD/ASR-TTS/06/S006F001P000W00012-手握着.wav,06,手握着
CDSD/ASR-TTS/06/S006F001P000W00030-怀疑的目光.wav,06,怀疑的目光
CDSD/ASR-TTS/06/S006F001P000W00075-声声祝福.wav,06,声声祝福
CDSD/ASR-TTS/06/S006F001P000W00083-我的愿望.wav,06,我的愿望
CDSD/ASR-TTS/06/S006F002P000W00049-可爱的同学.wav,06,可爱的同学
CDSD/ASR-TTS/06/S006F002P000W00096-的学习路.wav,06,的学习路
CDSD/ASR-TTS/06/S006F003P000W00006-但有一些人.wav,06,但有一些人
CDSD/ASR-TTS/06/S006F003P000W00075-我立即.wav,06,我立即
CDSD/ASR-TTS/06/S006F003P000W00078-扔进指定.wav,06,扔进指定
CDSD/ASR-TTS/15/S015F001P000W00000-而哈萨克斯坦.wav,15,而哈萨克斯坦
CDSD/ASR-TTS/15/S015F001P000W00034-演技也日渐精.wav,15,演技也日渐精
CDSD/ASR-TTS/15/S015F001P000W00076-八月十七日.wav,15,八月十七日
CDSD/ASR-TTS/15/S015F001P000W00087-鉴定相印证.wav,15,鉴定相印证
CDSD/ASR-TTS/15/S015F001P000W00128-命案现场.wav,15,命案现场
CDSD/ASR-TTS/15/S015F001P000W00204-杀害女童凶手.wav,15,杀害女童凶手
CDSD/ASR-TTS/15/S015F002P000W00056-有轻微下调.wav,15,有轻微下调
CDSD/ASR-TTS/15/S015F002P000W00090-行政化.wav,15,行政化
CDSD/ASR-TTS/15/S015F002P000W00162-主要有六项.wav,15,主要有六项
CDSD/ASR-TTS/15/S015F002P000W00289-实行全口径.wav,15,实行全口径
CDSD/ASR-TTS/18/S018F010P000W00169-我们是这样说的.wav,18,我们是这样说的
CDSD/ASR-TTS/18/S018F010P000W00208-绿草如茵.wav,18,绿草如茵
CDSD/ASR-TTS/18/S018F010P000W00218-做到以下几点.wav,18,做到以下几点
CDSD/ASR-TTS/18/S018F011P000W00027-在不断地破坏.wav,18,在不断地破坏
CDSD/ASR-TTS/18/S018F011P000W00075-垃圾箱里.wav,18,垃圾箱里
CDSD/ASR-TTS/18/S018F011P000W00082-我想塑料袋.wav,18,我想塑料袋
CDSD/ASR-TTS/18/S018F011P000W00097-我希望大家.wav,18,我希望大家
CDSD/ASR-TTS/18/S018F011P000W00298-这锦绣山河.wav,18,这锦绣山河
CDSD/ASR-TTS/18/S018F012P000W00042-记录了.wav,18,记录了
CDSD/ASR-TTS/18/S018F012P000W00205-将别人绊倒.wav,18,将别人绊倒
CDSD/ASR-TTS/20/S020F001P000W00022-供应十宗.wav,20,供应十宗
CDSD/ASR-TTS/20/S020F001P000W00032-楼市升温.wav,20,楼市升温
CDSD/ASR-TTS/20/S020F001P000W00057-并领涨全国.wav,20,并领涨全国
CDSD/ASR-TTS/20/S020F002P000W00039-宜减不宜加.wav,20,宜减不宜加
CDSD/ASR-TTS/20/S020F002P000W00043-一些三线城市.wav,20,一些三线城市
CDSD/ASR-TTS/20/S020F002P000W00076-邓郁松认为.wav,20,邓郁松认为
CDSD/ASR-TTS/20/S020F003P000W00015-及时发现.wav,20,及时发现
CDSD/ASR-TTS/20/S020F003P000W00115-确保保障性.wav,20,确保保障性
CDSD/ASR-TTS/20/S020F003P000W00194-实现自自毁.wav,20,实现自自毁
CDSD/ASR-TTS/20/S020F003P000W00235-现场可编程门.wav,20,现场可编程门
CDSD/Original/01/S001F002P000W00010-锻炼强健的体魄.wav,01,锻炼强健的体魄
CDSD/Original/01/S001F011P000W00002-做做笔记.wav,01,做做笔记
CDSD/Original/01/S001F011P000W00004-就这样坚持了下来.wav,01,就这样坚持了下来
CDSD/Original/01/S001F011P000W00007-也不再沾满灰尘.wav,01,也不再沾满灰尘
CDSD/Original/01/S001F011P000W00024-指导我的教育.wav,01,指导我的教育
CDSD/Original/01/S001F013P000W00001-知之者.wav,01,知之者
CDSD/Original/01/S001F014P000W00011-使人有内涵.wav,01,使人有内涵
CDSD/Original/01/S001F015P000W00019-宛如由银子砌成.wav,01,宛如由银子砌成
CDSD/Original/01/S001F016P000W00017-和切身利益.wav,01,和切身利益
CDSD/Original/01/S001F016P000W00046-自觉做到知法.wav,01,自觉做到知法
CDSD/Original/06/S006F001P000W00009-我们的汗水.wav,06,我们的汗水
CDSD/Original/06/S006F001P000W00012-手握着.wav,06,手握着
CDSD/Original/06/S006F001P000W00030-怀疑的目光.wav,06,怀疑的目光
CDSD/Original/06/S006F001P000W00075-声声祝福.wav,06,声声祝福
CDSD/Original/06/S006F001P000W00083-我的愿望.wav,06,我的愿望
CDSD/Original/06/S006F002P000W00049-可爱的同学.wav,06,可爱的同学
CDSD/Original/06/S006F002P000W00096-的学习路.wav,06,的学习路
CDSD/Original/06/S006F003P000W00006-但有一些人.wav,06,但有一些人
CDSD/Original/06/S006F003P000W00075-我立即.wav,06,我立即
CDSD/Original/06/S006F003P000W00078-扔进指定.wav,06,扔进指定
CDSD/Original/15/S015F001P000W00000-而哈萨克斯坦.wav,15,而哈萨克斯坦
CDSD/Original/15/S015F001P000W00034-演技也日渐精.wav,15,演技也日渐精
CDSD/Original/15/S015F001P000W00076-八月十七日.wav,15,八月十七日
CDSD/Original/15/S015F001P000W00087-鉴定相印证.wav,15,鉴定相印证
CDSD/Original/15/S015F001P000W00128-命案现场.wav,15,命案现场
CDSD/Original/15/S015F001P000W00204-杀害女童凶手.wav,15,杀害女童凶手
CDSD/Original/15/S015F002P000W00056-有轻微下调.wav,15,有轻微下调
CDSD/Original/15/S015F002P000W00090-行政化.wav,15,行政化
CDSD/Original/15/S015F002P000W00162-主要有六项.wav,15,主要有六项
CDSD/Original/15/S015F002P000W00289-实行全口径.wav,15,实行全口径
CDSD/Original/18/S018F010P000W00169-我们是这样说的.wav,18,我们是这样说的
CDSD/Original/18/S018F010P000W00208-绿草如茵.wav,18,绿草如茵
CDSD/Original/18/S018F010P000W00218-做到以下几点.wav,18,做到以下几点
CDSD/Original/18/S018F011P000W00027-在不断地破坏.wav,18,在不断地破坏
CDSD/Original/18/S018F011P000W00075-垃圾箱里.wav,18,垃圾箱里
CDSD/Original/18/S018F011P000W00082-我想塑料袋.wav,18,我想塑料袋
CDSD/Original/18/S018F011P000W00097-我希望大家.wav,18,我希望大家
CDSD/Original/18/S018F011P000W00298-这锦绣山河.wav,18,这锦绣山河
CDSD/Original/18/S018F012P000W00042-记录了.wav,18,记录了
CDSD/Original/18/S018F012P000W00205-将别人绊倒.wav,18,将别人绊倒
CDSD/Original/20/S020F001P000W00022-供应十宗.wav,20,供应十宗
CDSD/Original/20/S020F001P000W00032-楼市升温.wav,20,楼市升温
CDSD/Original/20/S020F001P000W00057-并领涨全国.wav,20,并领涨全国
CDSD/Original/20/S020F002P000W00039-宜减不宜加.wav,20,宜减不宜加
CDSD/Original/20/S020F002P000W00043-一些三线城市.wav,20,一些三线城市
CDSD/Original/20/S020F002P000W00076-邓郁松认为.wav,20,邓郁松认为
CDSD/Original/20/S020F003P000W00015-及时发现.wav,20,及时发现
CDSD/Original/20/S020F003P000W00115-确保保障性.wav,20,确保保障性
CDSD/Original/20/S020F003P000W00194-实现自自毁.wav,20,实现自自毁
CDSD/Original/20/S020F003P000W00235-现场可编程门.wav,20,现场可编程门
CDSD/Ours/01/S001F002P000W00010-锻炼强健的体魄.wav,01,锻炼强健的体魄
CDSD/Ours/01/S001F011P000W00002-做做笔记.wav,01,做做笔记
CDSD/Ours/01/S001F011P000W00004-就这样坚持了下来.wav,01,就这样坚持了下来
CDSD/Ours/01/S001F011P000W00007-也不再沾满灰尘.wav,01,也不再沾满灰尘
CDSD/Ours/01/S001F011P000W00024-指导我的教育.wav,01,指导我的教育
CDSD/Ours/01/S001F013P000W00001-知之者.wav,01,知之者
CDSD/Ours/01/S001F014P000W00011-使人有内涵.wav,01,使人有内涵
CDSD/Ours/01/S001F015P000W00019-宛如由银子砌成.wav,01,宛如由银子砌成
CDSD/Ours/01/S001F016P000W00017-和切身利益.wav,01,和切身利益
CDSD/Ours/01/S001F016P000W00046-自觉做到知法.wav,01,自觉做到知法
CDSD/Ours/06/S006F001P000W00009-我们的汗水.wav,06,我们的汗水
CDSD/Ours/06/S006F001P000W00012-手握着.wav,06,手握着
CDSD/Ours/06/S006F001P000W00030-怀疑的目光.wav,06,怀疑的目光
CDSD/Ours/06/S006F001P000W00075-声声祝福.wav,06,声声祝福
CDSD/Ours/06/S006F001P000W00083-我的愿望.wav,06,我的愿望
CDSD/Ours/06/S006F002P000W00049-可爱的同学.wav,06,可爱的同学
CDSD/Ours/06/S006F002P000W00096-的学习路.wav,06,的学习路
CDSD/Ours/06/S006F003P000W00006-但有一些人.wav,06,但有一些人
CDSD/Ours/06/S006F003P000W00075-我立即.wav,06,我立即
CDSD/Ours/06/S006F003P000W00078-扔进指定.wav,06,扔进指定
CDSD/Ours/15/S015F001P000W00000-而哈萨克斯坦.wav,15,而哈萨克斯坦
CDSD/Ours/15/S015F001P000W00034-演技也日渐精.wav,15,演技也日渐精
CDSD/Ours/15/S015F001P000W00076-八月十七日.wav,15,八月十七日
CDSD/Ours/15/S015F001P000W00087-鉴定相印证.wav,15,鉴定相印证
CDSD/Ours/15/S015F001P000W00128-命案现场.wav,15,命案现场
CDSD/Ours/15/S015F001P000W00204-杀害女童凶手.wav,15,杀害女童凶手
CDSD/Ours/15/S015F002P000W00056-有轻微下调.wav,15,有轻微下调
CDSD/Ours/15/S015F002P000W00090-行政化.wav,15,行政化
CDSD/Ours/15/S015F002P000W00162-主要有六项.wav,15,主要有六项
CDSD/Ours/15/S015F002P000W00289-实行全口径.wav,15,实行全口径
CDSD/Ours/18/S018F010P000W00169-我们是这样说的.wav,18,我们是这样说的
CDSD/Ours/18/S018F010P000W00208-绿草如茵.wav,18,绿草如茵
CDSD/Ours/18/S018F010P000W00218-做到以下几点.wav,18,做到以下几点
CDSD/Ours/18/S018F011P000W00027-在不断地破坏.wav,18,在不断地破坏
CDSD/Ours/18/S018F011P000W00075-垃圾箱里.wav,18,垃圾箱里
CDSD/Ours/18/S018F011P000W00082-我想塑料袋.wav,18,我想塑料袋
CDSD/Ours/18/S018F011P000W00097-我希望大家.wav,18,我希望大家
CDSD/Ours/18/S018F011P000W00298-这锦绣山河.wav,18,这锦绣山河
CDSD/Ours/18/S018F012P000W00042-记录了.wav,18,记录了
CDSD/Ours/18/S018F012P000W00205-将别人绊倒.wav,18,将别人绊倒
CDSD/Ours/20/S020F001P000W00022-供应十宗.wav,20,供应十宗
CDSD/Ours/20/S020F001P000W00032-楼市升温.wav,20,楼市升温
CDSD/Ours/20/S020F001P000W00057-并领涨全国.wav,20,并领涨全国
CDSD/Ours/20/S020F002P000W00039-宜减不宜加.wav,20,宜减不宜加
CDSD/Ours/20/S020F002P000W00043-一些三线城市.wav,20,一些三线城市
CDSD/Ours/20/S020F002P000W00076-邓郁松认为.wav,20,邓郁松认为
CDSD/Ours/20/S020F003P000W00015-及时发现.wav,20,及时发现
CDSD/Ours/20/S020F003P000W00115-确保保障性.wav,20,确保保障性
CDSD/Ours/20/S020F003P000W00194-实现自自毁.wav,20,实现自自毁
CDSD/Ours/20/S020F003P000W00235-现场可编程门.wav,20,现场可编程门
CDSD/Reference/01/S001F002P000W00010-锻炼强健的体魄.wav,01,锻炼强健的体魄
CDSD/Reference/01/S001F011P000W00002-做做笔记.wav,01,做做笔记
CDSD/Reference/01/S001F011P000W00004-就这样坚持了下来.wav,01,就这样坚持了下来
CDSD/Reference/01/S001F011P000W00007-也不再沾满灰尘.wav,01,也不再沾满灰尘
CDSD/Reference/01/S001F011P000W00024-指导我的教育.wav,01,指导我的教育
CDSD/Reference/01/S001F013P000W00001-知之者.wav,01,知之者
CDSD/Reference/01/S001F014P000W00011-使人有内涵.wav,01,使人有内涵
CDSD/Reference/01/S001F015P000W00019-宛如由银子砌成.wav,01,宛如由银子砌成
CDSD/Reference/01/S001F016P000W00017-和切身利益.wav,01,和切身利益
CDSD/Reference/01/S001F016P000W00046-自觉做到知法.wav,01,自觉做到知法
CDSD/Reference/06/S006F001P000W00009-我们的汗水.wav,06,我们的汗水
CDSD/Reference/06/S006F001P000W00012-手握着.wav,06,手握着
CDSD/Reference/06/S006F001P000W00030-怀疑的目光.wav,06,怀疑的目光
CDSD/Reference/06/S006F001P000W00075-声声祝福.wav,06,声声祝福
CDSD/Reference/06/S006F001P000W00083-我的愿望.wav,06,我的愿望
CDSD/Reference/06/S006F002P000W00049-可爱的同学.wav,06,可爱的同学
CDSD/Reference/06/S006F002P000W00096-的学习路.wav,06,的学习路
CDSD/Reference/06/S006F003P000W00006-但有一些人.wav,06,但有一些人
CDSD/Reference/06/S006F003P000W00075-我立即.wav,06,我立即
CDSD/Reference/06/S006F003P000W00078-扔进指定.wav,06,扔进指定
CDSD/Reference/15/S015F001P000W00000-而哈萨克斯坦.wav,15,而哈萨克斯坦
CDSD/Reference/15/S015F001P000W00034-演技也日渐精.wav,15,演技也日渐精
CDSD/Reference/15/S015F001P000W00076-八月十七日.wav,15,八月十七日
CDSD/Reference/15/S015F001P000W00087-鉴定相印证.wav,15,鉴定相印证
CDSD/Reference/15/S015F001P000W00128-命案现场.wav,15,命案现场
CDSD/Reference/15/S015F001P000W00204-杀害女童凶手.wav,15,杀害女童凶手
CDSD/Reference/15/S015F002P000W00056-有轻微下调.wav,15,有轻微下调
CDSD/Reference/15/S015F002P000W00090-行政化.wav,15,行政化
CDSD/Reference/15/S015F002P000W00162-主要有六项.wav,15,主要有六项
CDSD/Reference/15/S015F002P000W00289-实行全口径.wav,15,实行全口径
CDSD/Reference/18/S018F010P000W00169-我们是这样说的.wav,18,我们是这样说的
CDSD/Reference/18/S018F010P000W00208-绿草如茵.wav,18,绿草如茵
CDSD/Reference/18/S018F010P000W00218-做到以下几点.wav,18,做到以下几点
CDSD/Reference/18/S018F011P000W00027-在不断地破坏.wav,18,在不断地破坏
CDSD/Reference/18/S018F011P000W00075-垃圾箱里.wav,18,垃圾箱里
CDSD/Reference/18/S018F011P000W00082-我想塑料袋.wav,18,我想塑料袋
CDSD/Reference/18/S018F011P000W00097-我希望大家.wav,18,我希望大家
CDSD/Reference/18/S018F011P000W00298-这锦绣山河.wav,18,这锦绣山河
CDSD/Reference/18/S018F012P000W00042-记录了.wav,18,记录了
CDSD/Reference/18/S018F012P000W00205-将别人绊倒.wav,18,将别人绊倒
CDSD/Reference/20/S020F001P000W00022-供应十宗.wav,20,供应十宗
CDSD/Reference/20/S020F001P000W00032-楼市升温.wav,20,楼市升温
CDSD/Reference/20/S020F001P000W00057-并领涨全国.wav,20,并领涨全国
CDSD/Reference/20/S020F002P000W00039-宜减不宜加.wav,20,宜减不宜加
CDSD/Reference/20/S020F002P000W00043-一些三线城市.wav,20,一些三线城市
CDSD/Reference/20/S020F002P000W00076-邓郁松认为.wav,20,邓郁松认为
CDSD/Reference/20/S020F003P000W00015-及时发现.wav,20,及时发现
CDSD/Reference/20/S020F003P000W00115-确保保障性.wav,20,确保保障性
CDSD/Reference/20/S020F003P000W00194-实现自自毁.wav,20,实现自自毁
CDSD/Reference/20/S020F003P000W00235-现场可编程门.wav,20,现场可编程门
CDSD/Seed-VC/01/S001F002P000W00010-锻炼强健的体魄.wav,01,锻炼强健的体魄
CDSD/Seed-VC/01/S001F011P000W00002-做做笔记.wav,01,做做笔记
CDSD/Seed-VC/01/S001F011P000W00004-就这样坚持了下来.wav,01,就这样坚持了下来
CDSD/Seed-VC/01/S001F011P000W00007-也不再沾满灰尘.wav,01,也不再沾满灰尘
CDSD/Seed-VC/01/S001F011P000W00024-指导我的教育.wav,01,指导我的教育
CDSD/Seed-VC/01/S001F013P000W00001-知之者.wav,01,知之者
CDSD/Seed-VC/01/S001F014P000W00011-使人有内涵.wav,01,使人有内涵
CDSD/Seed-VC/01/S001F015P000W00019-宛如由银子砌成.wav,01,宛如由银子砌成
CDSD/Seed-VC/01/S001F016P000W00017-和切身利益.wav,01,和切身利益
CDSD/Seed-VC/01/S001F016P000W00046-自觉做到知法.wav,01,自觉做到知法
CDSD/Seed-VC/06/S006F001P000W00009-我们的汗水.wav,06,我们的汗水
CDSD/Seed-VC/06/S006F001P000W00012-手握着.wav,06,手握着
CDSD/Seed-VC/06/S006F001P000W00030-怀疑的目光.wav,06,怀疑的目光
CDSD/Seed-VC/06/S006F001P000W00075-声声祝福.wav,06,声声祝福
CDSD/Seed-VC/06/S006F001P000W00083-我的愿望.wav,06,我的愿望
CDSD/Seed-VC/06/S006F002P000W00049-可爱的同学.wav,06,可爱的同学
CDSD/Seed-VC/06/S006F002P000W00096-的学习路.wav,06,的学习路
CDSD/Seed-VC/06/S006F003P000W00006-但有一些人.wav,06,但有一些人
CDSD/Seed-VC/06/S006F003P000W00075-我立即.wav,06,我立即
CDSD/Seed-VC/06/S006F003P000W00078-扔进指定.wav,06,扔进指定
CDSD/Seed-VC/15/S015F001P000W00000-而哈萨克斯坦.wav,15,而哈萨克斯坦
CDSD/Seed-VC/15/S015F001P000W00034-演技也日渐精.wav,15,演技也日渐精
CDSD/Seed-VC/15/S015F001P000W00076-八月十七日.wav,15,八月十七日
CDSD/Seed-VC/15/S015F001P000W00087-鉴定相印证.wav,15,鉴定相印证
CDSD/Seed-VC/15/S015F001P000W00128-命案现场.wav,15,命案现场
CDSD/Seed-VC/15/S015F001P000W00204-杀害女童凶手.wav,15,杀害女童凶手
CDSD/Seed-VC/15/S015F002P000W00056-有轻微下调.wav,15,有轻微下调
CDSD/Seed-VC/15/S015F002P000W00090-行政化.wav,15,行政化
CDSD/Seed-VC/15/S015F002P000W00162-主要有六项.wav,15,主要有六项
CDSD/Seed-VC/15/S015F002P000W00289-实行全口径.wav,15,实行全口径
CDSD/Seed-VC/18/S018F010P000W00169-我们是这样说的.wav,18,我们是这样说的
CDSD/Seed-VC/18/S018F010P000W00208-绿草如茵.wav,18,绿草如茵
CDSD/Seed-VC/18/S018F010P000W00218-做到以下几点.wav,18,做到以下几点
CDSD/Seed-VC/18/S018F011P000W00027-在不断地破坏.wav,18,在不断地破坏
CDSD/Seed-VC/18/S018F011P000W00075-垃圾箱里.wav,18,垃圾箱里
CDSD/Seed-VC/18/S018F011P000W00082-我想塑料袋.wav,18,我想塑料袋
CDSD/Seed-VC/18/S018F011P000W00097-我希望大家.wav,18,我希望大家
CDSD/Seed-VC/18/S018F011P000W00298-这锦绣山河.wav,18,这锦绣山河
CDSD/Seed-VC/18/S018F012P000W00042-记录了.wav,18,记录了
CDSD/Seed-VC/18/S018F012P000W00205-将别人绊倒.wav,18,将别人绊倒
CDSD/Seed-VC/20/S020F001P000W00022-供应十宗.wav,20,供应十宗
CDSD/Seed-VC/20/S020F001P000W00032-楼市升温.wav,20,楼市升温
CDSD/Seed-VC/20/S020F001P000W00057-并领涨全国.wav,20,并领涨全国
CDSD/Seed-VC/20/S020F002P000W00039-宜减不宜加.wav,20,宜减不宜加
CDSD/Seed-VC/20/S020F002P000W00043-一些三线城市.wav,20,一些三线城市
CDSD/Seed-VC/20/S020F002P000W00076-邓郁松认为.wav,20,邓郁松认为
CDSD/Seed-VC/20/S020F003P000W00015-及时发现.wav,20,及时发现
CDSD/Seed-VC/20/S020F003P000W00115-确保保障性.wav,20,确保保障性
CDSD/Seed-VC/20/S020F003P000W00194-实现自自毁.wav,20,实现自自毁
CDSD/Seed-VC/20/S020F003P000W00235-现场可编程门.wav,20,现场可编程门
